recording;score
Itgo4T2_20220208_231000.wav;0.355135811
Itgo4T2_20220208_225000.wav;0.427254483
Itgo4T2_20220208_230000.wav;0.397729307
Itgo4T2_20220208_232000.wav;0.438589722
Itgo4T2_20220209_034000.wav;0.209516399
Itgo4T2_20220209_041000.wav;0.225559637
Itgo4T2_20220209_052000.wav;0.259083951
Itgo4T2_20220207_043000.wav;0.268259696
Itgo4T2_20220207_191000.wav;0.308190037
Itgo4T2_20220207_183000.wav;0.210626189
Itgo4T2_20220207_182000.wav;0.232344291
Itgo4T2_20220207_192000.wav;0.201592454
Itgo4T2_20220207_231000.wav;0.284027211
Itgo4T2_20220207_232000.wav;0.227627083
Itgo4T2_20220207_212000.wav;0.265865306
Itgo4T2_20220207_000000.wav;0.280492858
Itgo4T2_20220208_050000.wav;0.367028658
Itgo4T2_20220208_054000.wav;0.212977777
