recording;score
Itgo4T2_20220209_002000.wav;0.234415989
Itgo4T2_20220131_224000.wav;0.23442403
Itgo4T2_20220207_221000.wav;0.234429699
Itgo4T2_20220203_214000.wav;0.234446365
Itgo4T2_20220207_030000.wav;0.234453989
Itgo4T2_20220131_220000.wav;0.234456967
Itgo4T2_20220202_223000.wav;0.234468396
Itgo4T2_20220201_031000.wav;0.234474003
Itgo4T2_20220204_043000.wav;0.234491566
Itgo4T2_20220202_002000.wav;0.234491879
Itgo4T2_20220209_021000.wav;0.234492223
Itgo4T2_20220209_014000.wav;0.234492262
Itgo4T2_20220131_235000.wav;0.23449403
Itgo4T2_20220206_011000.wav;0.234498804
Itgo4T2_20220209_192000.wav;0.234514522
Itgo4T2_20220209_213000.wav;0.234542418
Itgo4T2_20220204_030000.wav;0.234554748
Itgo4T2_20220206_180000.wav;0.234555941
Itgo4T2_20220210_235100.wav;0.23455962
Itgo4T2_20220203_192000.wav;0.23458437
Itgo4T2_20220208_230000.wav;0.234617373
Itgo4T2_20220207_215000.wav;0.234618374
Itgo4T2_20220204_185000.wav;0.234624477
Itgo4T2_20220204_214000.wav;0.234637651
Itgo4T2_20220131_184000.wav;0.234643391
Itgo4T2_20220202_000000.wav;0.234663381
Itgo4T2_20220203_030000.wav;0.234678695
Itgo4T2_20220205_200000.wav;0.234697501
Itgo4T2_20220201_003000.wav;0.234731865
Itgo4T2_20220208_004000.wav;0.234733855
Itgo4T2_20220131_024000.wav;0.234741942
Itgo4T2_20220204_023000.wav;0.234762228
Itgo4T2_20220208_213000.wav;0.234764044
Itgo4T2_20220208_031000.wav;0.234764547
Itgo4T2_20220203_045000.wav;0.234767184
Itgo4T2_20220208_215000.wav;0.234770267
Itgo4T2_20220205_020000.wav;0.234783424
Itgo4T2_20220202_023000.wav;0.234784247
Itgo4T2_20220201_232000.wav;0.234792252
Itgo4T2_20220205_011000.wav;0.234803542
Itgo4T2_20220201_012000.wav;0.23480796
Itgo4T2_20220208_222000.wav;0.234844885
Itgo4T2_20220209_023000.wav;0.234848965
Itgo4T2_20220207_041000.wav;0.234851616
Itgo4T2_20220202_194000.wav;0.234855884
Itgo4T2_20220209_202000.wav;0.234865094
Itgo4T2_20220208_034000.wav;0.234892745
Itgo4T2_20220205_025000.wav;0.234898379
Itgo4T2_20220209_040000.wav;0.234902705
Itgo4T2_20220201_021000.wav;0.234918732
Itgo4T2_20220205_214000.wav;0.234954002
Itgo4T2_20220201_204000.wav;0.234972803
Itgo4T2_20220209_000000.wav;0.23498206
Itgo4T2_20220202_201000.wav;0.234982317
Itgo4T2_20220201_020000.wav;0.23499329
Itgo4T2_20220203_004000.wav;0.235002925
Itgo4T2_20220209_025000.wav;0.235030016
Itgo4T2_20220204_000000.wav;0.235041218
Itgo4T2_20220204_192000.wav;0.235080763
Itgo4T2_20220204_014000.wav;0.235084654
Itgo4T2_20220202_213000.wav;0.235085554
Itgo4T2_20220203_193000.wav;0.235100382
Itgo4T2_20220203_011000.wav;0.235105702
Itgo4T2_20220201_013000.wav;0.235120361
Itgo4T2_20220205_215000.wav;0.235134538
Itgo4T2_20220201_215000.wav;0.235146924
Itgo4T2_20220208_231000.wav;0.235151756
Itgo4T2_20220206_021000.wav;0.235153037
Itgo4T2_20220131_223000.wav;0.235160033
Itgo4T2_20220201_231000.wav;0.235171647
Itgo4T2_20220203_212000.wav;0.235172016
Itgo4T2_20220209_231000.wav;0.235202239
Itgo4T2_20220208_023000.wav;0.235214028
Itgo4T2_20220203_223000.wav;0.235230753
Itgo4T2_20220131_221000.wav;0.235235698
Itgo4T2_20220202_022000.wav;0.235243219
Itgo4T2_20220207_190000.wav;0.235253816
Itgo4T2_20220207_223000.wav;0.235256149
Itgo4T2_20220204_032000.wav;0.235257025
Itgo4T2_20220205_192000.wav;0.235308928
Itgo4T2_20220207_021000.wav;0.235309151
Itgo4T2_20220209_235000.wav;0.23534338
Itgo4T2_20220204_212000.wav;0.235355321
Itgo4T2_20220208_235000.wav;0.235364473
Itgo4T2_20220207_233000.wav;0.235366408
Itgo4T2_20220206_235000.wav;0.235386411
Itgo4T2_20220207_232000.wav;0.235396485
Itgo4T2_20220207_032000.wav;0.235399428
Itgo4T2_20220131_195000.wav;0.235415526
Itgo4T2_20220202_031000.wav;0.235429589
Itgo4T2_20220204_011000.wav;0.235481602
Itgo4T2_20220203_012000.wav;0.235504747
Itgo4T2_20220205_220000.wav;0.235526776
Itgo4T2_20220208_190000.wav;0.235532696
Itgo4T2_20220131_004000.wav;0.235562649
Itgo4T2_20220205_043000.wav;0.235579995
Itgo4T2_20220202_013000.wav;0.235653846
Itgo4T2_20220209_221000.wav;0.235665423
Itgo4T2_20220205_204000.wav;0.235667793
Itgo4T2_20220205_024000.wav;0.23567036
Itgo4T2_20220207_202000.wav;0.235693878
Itgo4T2_20220209_234000.wav;0.235700092
Itgo4T2_20220206_012000.wav;0.235715134
Itgo4T2_20220203_225000.wav;0.235718782
Itgo4T2_20220131_000000.wav;0.2357369
Itgo4T2_20220208_040000.wav;0.23577048
Itgo4T2_20220204_221000.wav;0.235770865
Itgo4T2_20220201_224000.wav;0.235776372
Itgo4T2_20220206_013000.wav;0.235778796
Itgo4T2_20220202_045000.wav;0.235785185
Itgo4T2_20220207_230000.wav;0.235801566
Itgo4T2_20220201_005000.wav;0.235819221
Itgo4T2_20220209_041000.wav;0.235825669
Itgo4T2_20220205_022000.wav;0.235831989
Itgo4T2_20220209_195000.wav;0.235839925
Itgo4T2_20220206_220000.wav;0.235845396
Itgo4T2_20220204_210000.wav;0.235848971
Itgo4T2_20220209_020000.wav;0.235859042
Itgo4T2_20220207_234000.wav;0.235864292
Itgo4T2_20220208_011000.wav;0.235892389
